"session_id","session_date_time","mentor_id","mentee_id","session_status","mentor_domain_id","user_id"
2475,2022-04-10 00:00:00.000,2199,1525,finished,4,
2478,2022-04-10 00:00:00.000,748,3321,finished,7,
2479,2022-04-10 00:00:00.000,3883,2219,finished,2,
2481,2022-04-10 00:00:00.000,1792,3682,finished,6,
2482,2022-04-10 00:00:00.000,987,2026,finished,5,
2483,2022-04-10 00:00:00.000,603,3091,finished,3,
2484,2022-04-10 00:00:00.000,3590,1171,finished,2,
2486,2022-04-10 00:00:00.000,2372,4718,finished,7,
2487,2022-04-10 00:00:00.000,2955,3309,canceled,4,
2488,2022-04-11 00:00:00.000,3624,4970,finished,3,
2491,2022-04-11 00:00:00.000,3118,1050,canceled,3,
2492,2022-04-11 00:00:00.000,2016,4012,finished,5,
2493,2022-04-11 00:00:00.000,3941,4230,finished,4,
2495,2022-04-11 00:00:00.000,1279,2052,finished,5,
2496,2022-04-11 00:00:00.000,1242,3004,finished,3,
2497,2022-04-11 00:00:00.000,778,1535,finished,4,
2498,2022-04-11 00:00:00.000,221,493,finished,1,
2500,2022-04-11 00:00:00.000,3257,620,finished,5,
2501,2022-04-11 00:00:00.000,1431,4204,finished,6,
2502,2022-04-11 00:00:00.000,1242,1087,canceled,3,
2504,2022-04-11 00:00:00.000,1817,466,finished,7,
2506,2022-04-11 00:00:00.000,1456,530,finished,1,
2507,2022-04-11 00:00:00.000,4480,4007,finished,3,
2511,2022-04-12 00:00:00.000,1890,1877,canceled,5,
2513,2022-04-12 00:00:00.000,987,3998,finished,5,
2514,2022-04-12 00:00:00.000,3782,2992,canceled,3,
2516,2022-04-12 00:00:00.000,1037,4946,finished,2,
2517,2022-04-12 00:00:00.000,2403,4528,finished,1,
2518,2022-04-12 00:00:00.000,879,3160,finished,1,
2523,2022-04-12 00:00:00.000,4849,4390,finished,3,
2525,2022-04-12 00:00:00.000,2447,2058,finished,2,
2532,2022-04-13 00:00:00.000,26,4029,finished,7,
2534,2022-04-13 00:00:00.000,2933,4125,finished,2,
2535,2022-04-13 00:00:00.000,229,204,canceled,3,
2537,2022-04-13 00:00:00.000,879,3345,finished,1,
2538,2022-04-13 00:00:00.000,3713,198,canceled,5,
2539,2022-04-13 00:00:00.000,3051,4526,finished,3,
2542,2022-04-13 00:00:00.000,47,1354,finished,5,
2544,2022-04-13 00:00:00.000,1420,1467,finished,2,
2549,2022-04-13 00:00:00.000,3530,2629,finished,4,
2550,2022-04-13 00:00:00.000,4005,1383,canceled,7,
2552,2022-04-14 00:00:00.000,4835,4853,finished,1,
2553,2022-04-14 00:00:00.000,1563,1175,finished,7,
2554,2022-04-14 00:00:00.000,1593,1827,finished,3,
2555,2022-04-14 00:00:00.000,4358,3634,finished,2,
2558,2022-04-14 00:00:00.000,1347,3325,canceled,1,
2560,2022-04-14 00:00:00.000,2262,1446,finished,3,
2562,2022-04-14 00:00:00.000,1853,2323,canceled,1,
2563,2022-04-14 00:00:00.000,1384,3387,finished,3,
2564,2022-04-14 00:00:00.000,3402,2912,finished,7,
2565,2022-04-14 00:00:00.000,249,1710,finished,6,
2566,2022-04-14 00:00:00.000,4614,3751,finished,1,
2569,2022-04-14 00:00:00.000,3588,1772,finished,2,
2575,2022-04-14 00:00:00.000,1106,418,finished,7,
2576,2022-04-14 00:00:00.000,3530,369,canceled,4,
2578,2022-04-14 00:00:00.000,3045,1920,finished,7,
2580,2022-04-14 00:00:00.000,4854,3942,finished,6,
2584,2022-04-15 00:00:00.000,778,450,finished,4,
2585,2022-04-15 00:00:00.000,3048,914,finished,6,
2586,2022-04-15 00:00:00.000,2700,1637,finished,5,
2587,2022-04-15 00:00:00.000,4225,4329,canceled,7,
2588,2022-04-15 00:00:00.000,2887,4656,finished,5,
2590,2022-04-15 00:00:00.000,3590,288,canceled,2,
2591,2022-04-15 00:00:00.000,3350,3030,finished,3,
2595,2022-04-15 00:00:00.000,3713,3817,finished,5,
2596,2022-04-15 00:00:00.000,3477,198,finished,6,
2599,2022-04-15 00:00:00.000,4856,1182,finished,1,
2600,2022-04-15 00:00:00.000,2485,1275,finished,1,
2602,2022-04-15 00:00:00.000,180,4935,canceled,2,
2604,2022-04-16 00:00:00.000,3883,3282,finished,2,
2607,2022-04-16 00:00:00.000,977,1917,finished,5,
2609,2022-04-16 00:00:00.000,1768,3650,finished,4,
2610,2022-04-16 00:00:00.000,2105,1827,canceled,7,
2611,2022-04-16 00:00:00.000,997,4186,finished,2,
2613,2022-04-16 00:00:00.000,977,1005,finished,5,
2614,2022-04-16 00:00:00.000,2123,984,finished,4,
2615,2022-04-16 00:00:00.000,4680,4283,finished,3,
2617,2022-04-16 00:00:00.000,2639,2338,finished,7,
2618,2022-04-16 00:00:00.000,2480,3250,finished,1,
2619,2022-04-16 00:00:00.000,598,3069,finished,5,
2621,2022-04-16 00:00:00.000,845,3163,finished,6,
2622,2022-04-16 00:00:00.000,603,3816,finished,3,
2625,2022-04-16 00:00:00.000,4387,1767,finished,7,
2626,2022-04-16 00:00:00.000,3225,3792,canceled,1,
2627,2022-04-16 00:00:00.000,2933,2306,finished,2,
2628,2022-04-16 00:00:00.000,3724,1610,finished,1,
2630,2022-04-17 00:00:00.000,845,4119,finished,6,
2631,2022-04-17 00:00:00.000,2132,1315,finished,5,
2632,2022-04-17 00:00:00.000,2881,3093,finished,2,
2634,2022-04-17 00:00:00.000,3828,2866,finished,5,
2635,2022-04-17 00:00:00.000,987,897,finished,5,
2636,2022-04-17 00:00:00.000,1423,3479,finished,2,
2637,2022-04-17 00:00:00.000,1037,3741,canceled,2,
2642,2022-04-17 00:00:00.000,2148,1035,finished,1,
2643,2022-04-17 00:00:00.000,391,825,finished,7,
2646,2022-04-17 00:00:00.000,3029,1772,finished,5,
2647,2022-04-17 00:00:00.000,1806,2104,finished,2,
2648,2022-04-17 00:00:00.000,1296,3644,finished,6,
2649,2022-04-17 00:00:00.000,3787,1317,finished,1,
2651,2022-04-18 00:00:00.000,1398,1714,finished,7,
2652,2022-04-18 00:00:00.000,2955,1209,canceled,4,
2653,2022-04-18 00:00:00.000,4711,1580,finished,7,
2654,2022-04-18 00:00:00.000,1189,1010,finished,4,
2655,2022-04-18 00:00:00.000,3048,4645,finished,6,
2656,2022-04-18 00:00:00.000,162,3995,finished,2,
2658,2022-04-18 00:00:00.000,4546,2026,finished,6,
2660,2022-04-18 00:00:00.000,2795,4055,finished,5,
2661,2022-04-18 00:00:00.000,2377,1087,finished,7,
2662,2022-04-18 00:00:00.000,4764,4421,finished,1,
2666,2022-04-18 00:00:00.000,2985,1125,canceled,7,
2667,2022-04-18 00:00:00.000,830,1756,finished,7,
2668,2022-04-18 00:00:00.000,5000,1699,finished,2,
2669,2022-04-18 00:00:00.000,880,3503,finished,7,
2670,2022-04-18 00:00:00.000,2985,365,finished,7,
2672,2022-04-18 00:00:00.000,854,3244,finished,2,
2673,2022-04-18 00:00:00.000,170,3419,finished,3,
2674,2022-04-18 00:00:00.000,110,2554,finished,3,
2676,2022-04-19 00:00:00.000,606,3585,finished,1,
2680,2022-04-19 00:00:00.000,2596,3353,finished,1,
2681,2022-04-19 00:00:00.000,5000,4007,finished,2,
2682,2022-04-19 00:00:00.000,4480,1912,finished,3,
2683,2022-04-19 00:00:00.000,2651,3053,finished,6,
2686,2022-04-19 00:00:00.000,2985,541,finished,7,
2688,2022-04-19 00:00:00.000,4920,4366,finished,1,
2689,2022-04-19 00:00:00.000,4189,306,finished,2,
2691,2022-04-19 00:00:00.000,2344,1297,canceled,6,
2693,2022-04-19 00:00:00.000,180,1317,finished,2,
2697,2022-04-19 00:00:00.000,1124,4128,finished,4,
2700,2022-04-19 00:00:00.000,1457,2087,canceled,2,
2702,2022-04-19 00:00:00.000,4777,4590,finished,4,
2704,2022-04-19 00:00:00.000,2654,2736,finished,1,
2705,2022-04-20 00:00:00.000,2622,2221,finished,4,
2706,2022-04-20 00:00:00.000,458,1920,canceled,7,
2707,2022-04-20 00:00:00.000,4796,1557,finished,3,
2708,2022-04-20 00:00:00.000,1234,2497,finished,6,
2710,2022-04-20 00:00:00.000,4832,493,canceled,1,
2711,2022-04-20 00:00:00.000,2636,926,finished,1,
2712,2022-04-20 00:00:00.000,1431,1437,finished,6,
2713,2022-04-20 00:00:00.000,1817,2143,finished,7,
2714,2022-04-20 00:00:00.000,4812,3516,finished,2,
2720,2022-04-20 00:00:00.000,203,4892,finished,5,
2721,2022-04-20 00:00:00.000,3686,992,finished,2,
2722,2022-04-20 00:00:00.000,3868,1576,finished,7,
2723,2022-04-20 00:00:00.000,1792,1741,finished,6,
2724,2022-04-21 00:00:00.000,695,1118,finished,7,
2726,2022-04-21 00:00:00.000,3047,342,finished,5,
2728,2022-04-21 00:00:00.000,271,1114,finished,5,
2729,2022-04-21 00:00:00.000,997,1149,canceled,2,
2730,2022-04-21 00:00:00.000,1291,3037,finished,2,
2731,2022-04-21 00:00:00.000,310,1710,finished,6,
2734,2022-04-21 00:00:00.000,3425,4401,finished,7,
2737,2022-04-21 00:00:00.000,7,4288,finished,6,
2738,2022-04-21 00:00:00.000,1266,2603,finished,3,
2740,2022-04-21 00:00:00.000,3045,2627,finished,7,
2741,2022-04-21 00:00:00.000,1299,405,finished,4,
2742,2022-04-21 00:00:00.000,1449,1142,finished,7,
2743,2022-04-21 00:00:00.000,3713,4096,finished,5,
2744,2022-04-22 00:00:00.000,3465,2236,finished,6,
2746,2022-04-22 00:00:00.000,1715,4135,finished,5,
2747,2022-04-22 00:00:00.000,4387,1603,finished,7,
2748,2022-04-22 00:00:00.000,852,2950,finished,6,
2750,2022-04-22 00:00:00.000,4546,176,finished,6,
2752,2022-04-22 00:00:00.000,2969,3054,finished,4,
2753,2022-04-22 00:00:00.000,4849,4330,finished,3,
2754,2022-04-22 00:00:00.000,1851,3579,canceled,6,
2755,2022-04-22 00:00:00.000,1474,18,finished,7,
2756,2022-04-22 00:00:00.000,1688,3682,finished,1,
2757,2022-04-22 00:00:00.000,221,3503,canceled,1,
2758,2022-04-22 00:00:00.000,1768,2336,finished,4,
2760,2022-04-22 00:00:00.000,4249,2323,finished,7,
2761,2022-04-22 00:00:00.000,1250,2835,finished,7,
2765,2022-04-22 00:00:00.000,2512,3160,canceled,7,
2767,2022-04-22 00:00:00.000,4868,3456,finished,4,
2768,2022-04-22 00:00:00.000,2865,4442,finished,1,
2771,2022-04-23 00:00:00.000,3632,81,finished,4,
2772,2022-04-23 00:00:00.000,3302,1071,finished,6,
2776,2022-04-23 00:00:00.000,4358,1007,canceled,2,
2778,2022-04-23 00:00:00.000,4732,2627,canceled,3,
2779,2022-04-23 00:00:00.000,1776,1445,finished,7,
2780,2022-04-23 00:00:00.000,888,3645,finished,3,
2782,2022-04-23 00:00:00.000,1856,4021,finished,1,
2783,2022-04-23 00:00:00.000,3835,480,finished,2,
2784,2022-04-23 00:00:00.000,3264,493,finished,4,
2786,2022-04-23 00:00:00.000,3115,1437,finished,2,
2787,2022-04-23 00:00:00.000,2447,1087,finished,2,
2788,2022-04-23 00:00:00.000,1593,2204,canceled,3,
2789,2022-04-23 00:00:00.000,2177,2673,canceled,1,
2791,2022-04-23 00:00:00.000,4923,4263,canceled,5,
2792,2022-04-23 00:00:00.000,2305,2168,canceled,1,
2794,2022-04-23 00:00:00.000,3828,2611,finished,5,
2796,2022-04-23 00:00:00.000,4796,607,finished,3,
2800,2022-04-23 00:00:00.000,778,2855,finished,4,
2801,2022-04-23 00:00:00.000,3713,2855,finished,5,
2802,2022-04-23 00:00:00.000,2465,1970,finished,7,
2805,2022-04-23 00:00:00.000,1533,1908,finished,6,
2806,2022-04-23 00:00:00.000,2485,2421,finished,1,
2808,2022-04-23 00:00:00.000,4005,935,canceled,7,
2809,2022-04-23 00:00:00.000,2506,1342,finished,5,
2812,2022-04-23 00:00:00.000,1328,3715,finished,4,
2814,2022-04-24 00:00:00.000,2506,1354,finished,5,
2816,2022-04-24 00:00:00.000,2887,2835,canceled,5,
2817,2022-04-24 00:00:00.000,2177,141,finished,1,
2819,2022-04-24 00:00:00.000,1893,1887,finished,6,
2821,2022-04-24 00:00:00.000,4804,3726,finished,2,
2822,2022-04-24 00:00:00.000,1097,195,finished,1,
2823,2022-04-24 00:00:00.000,314,3070,finished,7,
2824,2022-04-24 00:00:00.000,2195,1413,finished,6,
2825,2022-04-24 00:00:00.000,2199,1741,canceled,4,
2827,2022-04-24 00:00:00.000,3624,4052,finished,3,
2830,2022-04-24 00:00:00.000,4522,2866,finished,7,
2831,2022-04-24 00:00:00.000,166,2312,canceled,7,
2832,2022-04-24 00:00:00.000,2905,4432,finished,2,
2833,2022-04-24 00:00:00.000,3025,4717,finished,1,
2834,2022-04-24 00:00:00.000,4976,1254,finished,2,
2837,2022-04-24 00:00:00.000,3040,3766,finished,5,
2839,2022-04-24 00:00:00.000,4856,3562,finished,1,
2841,2022-04-25 00:00:00.000,4896,638,finished,6,
2842,2022-04-25 00:00:00.000,4203,3463,finished,1,
2843,2022-04-25 00:00:00.000,2235,4375,finished,4,
2847,2022-04-25 00:00:00.000,1001,1631,canceled,6,
2849,2022-04-25 00:00:00.000,3287,1505,finished,6,
2850,2022-04-25 00:00:00.000,498,1834,finished,1,
2852,2022-04-25 00:00:00.000,2623,2143,finished,4,
2853,2022-04-25 00:00:00.000,3045,542,finished,7,
2854,2022-04-25 00:00:00.000,1776,646,finished,7,
2856,2022-04-25 00:00:00.000,3402,2024,finished,7,
2858,2022-04-25 00:00:00.000,1513,2482,finished,4,
2862,2022-04-25 00:00:00.000,310,63,finished,6,
2863,2022-04-25 00:00:00.000,221,1780,finished,1,
2864,2022-04-25 00:00:00.000,3782,1284,finished,3,
2866,2022-04-26 00:00:00.000,2480,2621,canceled,1,
2869,2022-04-26 00:00:00.000,4596,107,finished,1,
2871,2022-04-26 00:00:00.000,4833,419,finished,1,
2872,2022-04-26 00:00:00.000,4863,3160,finished,6,
2874,2022-04-26 00:00:00.000,4681,147,finished,3,
2876,2022-04-26 00:00:00.000,168,4175,finished,5,
2881,2022-04-26 00:00:00.000,314,4413,finished,7,
2882,2022-04-26 00:00:00.000,3121,1401,canceled,5,
2883,2022-04-26 00:00:00.000,3487,2349,finished,5,
2884,2022-04-26 00:00:00.000,1513,944,finished,4,
2885,2022-04-26 00:00:00.000,3713,4813,finished,5,
2887,2022-04-26 00:00:00.000,504,2027,finished,2,
2888,2022-04-27 00:00:00.000,3869,3994,finished,7,
2889,2022-04-27 00:00:00.000,4358,2830,finished,2,
2891,2022-04-27 00:00:00.000,1715,2345,canceled,5,
2892,2022-04-27 00:00:00.000,538,2598,finished,1,
2893,2022-04-27 00:00:00.000,3958,612,finished,1,
2895,2022-04-27 00:00:00.000,42,3053,finished,2,
2897,2022-04-27 00:00:00.000,3777,2476,finished,3,
2898,2022-04-27 00:00:00.000,4680,2169,finished,3,
2899,2022-04-27 00:00:00.000,4711,4672,finished,7,
2900,2022-04-27 00:00:00.000,3121,3942,finished,5,
2902,2022-04-27 00:00:00.000,3047,1254,finished,5,
2904,2022-04-27 00:00:00.000,2400,2487,finished,1,
2905,2022-04-27 00:00:00.000,1955,539,finished,5,
2907,2022-04-27 00:00:00.000,1806,4531,canceled,2,
2908,2022-04-27 00:00:00.000,4121,1087,finished,7,
2910,2022-04-27 00:00:00.000,3240,1088,finished,4,
2911,2022-04-27 00:00:00.000,2532,3610,finished,2,
2915,2022-04-27 00:00:00.000,4138,2019,finished,5,
2916,2022-04-27 00:00:00.000,3800,4903,finished,7,
2917,2022-04-27 00:00:00.000,4249,3721,finished,7,
2920,2022-04-27 00:00:00.000,1712,1726,finished,3,
2922,2022-04-28 00:00:00.000,1113,2323,finished,6,
2923,2022-04-28 00:00:00.000,3264,497,finished,4,
2925,2022-04-28 00:00:00.000,1630,278,finished,4,
2928,2022-04-28 00:00:00.000,3941,1450,finished,4,
2929,2022-04-28 00:00:00.000,1955,2507,finished,5,
2931,2022-04-28 00:00:00.000,3590,687,finished,2,
2932,2022-04-28 00:00:00.000,1796,1207,finished,5,
2933,2022-04-28 00:00:00.000,1069,312,finished,6,
2934,2022-04-28 00:00:00.000,233,1713,finished,2,
2935,2022-04-28 00:00:00.000,3852,1238,finished,1,
2936,2022-04-28 00:00:00.000,2699,4563,finished,1,
2937,2022-04-28 00:00:00.000,4625,2017,finished,2,
2938,2022-04-28 00:00:00.000,2400,4330,finished,1,
2939,2022-04-28 00:00:00.000,4412,3861,finished,3,
2941,2022-04-28 00:00:00.000,4832,892,finished,1,
2944,2022-04-28 00:00:00.000,3350,3805,finished,3,
2947,2022-04-28 00:00:00.000,1856,717,finished,1,
2948,2022-04-28 00:00:00.000,423,3823,finished,1,
2951,2022-04-28 00:00:00.000,1172,213,finished,7,
2952,2022-04-28 00:00:00.000,4824,3805,finished,6,
2953,2022-04-28 00:00:00.000,1853,882,canceled,1,
2955,2022-04-28 00:00:00.000,428,3697,canceled,7,
2957,2022-04-28 00:00:00.000,2662,4619,canceled,1,
2958,2022-04-28 00:00:00.000,2700,3983,finished,5,
2960,2022-04-29 00:00:00.000,26,204,finished,7,
2962,2022-04-29 00:00:00.000,1124,4060,finished,4,
2964,2022-04-29 00:00:00.000,3733,2612,canceled,4,
2965,2022-04-29 00:00:00.000,2650,2629,finished,5,
2967,2022-04-29 00:00:00.000,3969,2140,finished,4,
2968,2022-04-29 00:00:00.000,606,1095,finished,1,
2969,2022-04-29 00:00:00.000,2557,436,finished,2,
2971,2022-04-29 00:00:00.000,271,1943,finished,5,
2973,2022-04-29 00:00:00.000,4480,2300,finished,3,
2974,2022-04-29 00:00:00.000,231,2017,finished,4,
2977,2022-04-29 00:00:00.000,4625,4787,finished,2,
2979,2022-04-29 00:00:00.000,4150,1065,finished,6,
2980,2022-04-29 00:00:00.000,4221,1814,finished,4,
2981,2022-04-29 00:00:00.000,180,2629,finished,2,
2982,2022-04-29 00:00:00.000,4673,766,finished,1,
2983,2022-04-29 00:00:00.000,3383,1564,finished,3,
2984,2022-04-30 00:00:00.000,2687,1834,finished,3,
2985,2022-04-30 00:00:00.000,3240,3113,finished,4,
2989,2022-04-30 00:00:00.000,1752,1369,finished,3,
2991,2022-04-30 00:00:00.000,1712,3463,canceled,3,
2992,2022-04-30 00:00:00.000,410,431,finished,5,
2993,2022-04-30 00:00:00.000,1982,2298,finished,4,
2994,2022-04-30 00:00:00.000,987,3160,canceled,5,
2996,2022-04-30 00:00:00.000,110,1626,finished,3,
2997,2022-04-30 00:00:00.000,3911,1713,canceled,5,
2999,2022-04-30 00:00:00.000,748,3192,finished,7,
3000,2022-04-30 00:00:00.000,1434,2753,finished,2,
3004,2022-04-30 00:00:00.000,508,306,canceled,2,
3009,2022-04-30 00:00:00.000,4693,2738,finished,6,
3011,2022-05-01 00:00:00.000,4714,1777,finished,5,
3013,2022-05-01 00:00:00.000,1688,3191,finished,1,
3014,2022-05-01 00:00:00.000,1064,2104,finished,4,
3016,2022-05-01 00:00:00.000,1106,317,finished,7,
3017,2022-05-01 00:00:00.000,2506,3151,finished,5,
3019,2022-05-01 00:00:00.000,166,1118,finished,7,
3020,2022-05-01 00:00:00.000,538,167,canceled,1,
3022,2022-05-01 00:00:00.000,2185,717,finished,4,
3023,2022-05-01 00:00:00.000,2166,631,finished,4,
3025,2022-05-01 00:00:00.000,1233,984,finished,3,
3027,2022-05-01 00:00:00.000,571,1739,canceled,5,
3028,2022-05-01 00:00:00.000,1420,1477,finished,2,
3029,2022-05-01 00:00:00.000,845,1965,finished,6,
3031,2022-05-01 00:00:00.000,4807,752,finished,4,
3032,2022-05-01 00:00:00.000,2892,1743,finished,7,
3033,2022-05-01 00:00:00.000,310,1005,finished,6,
3037,2022-05-02 00:00:00.000,2185,318,canceled,4,
3038,2022-05-02 00:00:00.000,504,1071,canceled,2,
3039,2022-05-02 00:00:00.000,410,3817,finished,5,
3040,2022-05-02 00:00:00.000,2512,3805,finished,7,
3042,2022-05-02 00:00:00.000,4753,4195,finished,1,
3043,2022-05-02 00:00:00.000,912,4335,canceled,5,
3044,2022-05-02 00:00:00.000,613,1539,finished,3,
3045,2022-05-02 00:00:00.000,4833,1611,finished,1,
3046,2022-05-02 00:00:00.000,1234,3324,finished,6,
3047,2022-05-02 00:00:00.000,2037,60,canceled,7,
3049,2022-05-02 00:00:00.000,210,1342,finished,3,
3051,2022-05-02 00:00:00.000,4832,2006,finished,1,
3052,2022-05-02 00:00:00.000,1474,3763,finished,7,
3055,2022-05-02 00:00:00.000,2351,3337,finished,5,
3056,2022-05-02 00:00:00.000,2512,1879,finished,7,
3062,2022-05-02 00:00:00.000,2641,3933,finished,3,
3063,2022-05-02 00:00:00.000,2011,1618,canceled,3,
3065,2022-05-02 00:00:00.000,4832,4657,finished,1,
3068,2022-05-03 00:00:00.000,3048,4855,finished,6,
3069,2022-05-03 00:00:00.000,4429,2497,finished,5,
3070,2022-05-03 00:00:00.000,4923,409,canceled,5,
3071,2022-05-03 00:00:00.000,3594,3128,finished,7,
3072,2022-05-03 00:00:00.000,4546,2519,finished,6,
3073,2022-05-03 00:00:00.000,2934,3901,finished,6,
3074,2022-05-03 00:00:00.000,566,4447,finished,4,
3075,2022-05-03 00:00:00.000,1881,1741,finished,3,
3076,2022-05-03 00:00:00.000,4732,1377,finished,3,
3078,2022-05-03 00:00:00.000,1688,4704,finished,1,
3080,2022-05-03 00:00:00.000,2865,2145,finished,1,
3081,2022-05-03 00:00:00.000,26,175,finished,7,
3083,2022-05-03 00:00:00.000,2351,2320,finished,5,
3084,2022-05-04 00:00:00.000,3121,3387,finished,5,
3087,2022-05-04 00:00:00.000,3886,3463,canceled,6,
3088,2022-05-04 00:00:00.000,3800,3454,finished,7,
3090,2022-05-04 00:00:00.000,4681,1254,finished,3,
3091,2022-05-04 00:00:00.000,571,2191,finished,5,
3092,2022-05-04 00:00:00.000,1250,2156,finished,7,
3094,2022-05-04 00:00:00.000,2562,3006,finished,4,
3095,2022-05-04 00:00:00.000,1347,3199,finished,1,
3097,2022-05-04 00:00:00.000,1545,2621,finished,7,
3098,2022-05-04 00:00:00.000,1533,734,finished,6,
3099,2022-05-04 00:00:00.000,1890,3925,finished,5,
3100,2022-05-04 00:00:00.000,1955,426,finished,5,
3102,2022-05-04 00:00:00.000,2372,4496,finished,7,
3103,2022-05-04 00:00:00.000,3168,3501,finished,1,
3106,2022-05-04 00:00:00.000,3934,1283,finished,7,
3108,2022-05-05 00:00:00.000,2687,2013,finished,3,
3109,2022-05-05 00:00:00.000,4831,2104,finished,4,
3111,2022-05-05 00:00:00.000,3175,1454,finished,6,
3112,2022-05-05 00:00:00.000,854,2424,finished,2,
3113,2022-05-05 00:00:00.000,2447,3093,finished,2,
3116,2022-05-05 00:00:00.000,4796,4591,finished,3,
3118,2022-05-05 00:00:00.000,1728,2791,finished,5,
3120,2022-05-05 00:00:00.000,603,4116,finished,3,
3121,2022-05-05 00:00:00.000,2520,825,canceled,3,
3122,2022-05-05 00:00:00.000,3190,3877,finished,3,
3125,2022-05-05 00:00:00.000,3287,1096,finished,6,
3127,2022-05-05 00:00:00.000,3051,2135,finished,3,
3130,2022-05-05 00:00:00.000,2283,4821,canceled,4,
3131,2022-05-06 00:00:00.000,455,2912,finished,7,
3132,2022-05-06 00:00:00.000,4225,1671,finished,7,
3134,2022-05-06 00:00:00.000,613,1354,finished,3,
3135,2022-05-06 00:00:00.000,636,684,finished,6,
3138,2022-05-06 00:00:00.000,2377,2024,finished,7,
3141,2022-05-06 00:00:00.000,1189,4447,finished,4,
3143,2022-05-06 00:00:00.000,1314,1595,finished,4,
3146,2022-05-06 00:00:00.000,4807,4237,finished,4,
3147,2022-05-06 00:00:00.000,458,3697,finished,7,
3152,2022-05-06 00:00:00.000,3842,3384,finished,2,
3154,2022-05-06 00:00:00.000,1986,1920,canceled,6,
3156,2022-05-06 00:00:00.000,515,4439,finished,4,
3158,2022-05-06 00:00:00.000,946,1460,finished,3,
3159,2022-05-06 00:00:00.000,4796,4024,canceled,3,
3160,2022-05-06 00:00:00.000,4221,1710,finished,4,
3162,2022-05-06 00:00:00.000,2934,4449,canceled,6,
3163,2022-05-06 00:00:00.000,4320,3165,finished,7,
3164,2022-05-06 00:00:00.000,1248,1450,finished,4,
3165,2022-05-06 00:00:00.000,1533,3902,finished,6,
3166,2022-05-07 00:00:00.000,4486,4325,finished,1,
3168,2022-05-07 00:00:00.000,3127,3155,finished,1,
3169,2022-05-07 00:00:00.000,2699,2341,finished,1,
3170,2022-05-07 00:00:00.000,1989,4176,finished,2,
3171,2022-05-07 00:00:00.000,1234,3074,canceled,6,
3172,2022-05-07 00:00:00.000,319,1338,finished,5,
3173,2022-05-07 00:00:00.000,3477,4229,finished,6,
3174,2022-05-07 00:00:00.000,1001,1663,finished,6,
3176,2022-05-07 00:00:00.000,3477,2508,finished,6,
3177,2022-05-07 00:00:00.000,2842,3904,canceled,2,
3178,2022-05-07 00:00:00.000,2973,1603,finished,4,
3180,2022-05-07 00:00:00.000,1712,1445,finished,3,
3182,2022-05-07 00:00:00.000,1654,3008,canceled,5,
3185,2022-05-07 00:00:00.000,3108,2627,finished,5,
3187,2022-05-07 00:00:00.000,2820,4892,finished,7,
3188,2022-05-07 00:00:00.000,1069,4447,finished,6,
3191,2022-05-07 00:00:00.000,3842,1673,finished,2,
3192,2022-05-07 00:00:00.000,606,2306,finished,1,
3194,2022-05-07 00:00:00.000,1170,4590,finished,2,
3195,2022-05-08 00:00:00.000,1712,4079,canceled,3,
3196,2022-05-08 00:00:00.000,845,3586,finished,6,
3197,2022-05-08 00:00:00.000,1469,63,finished,2,
3198,2022-05-08 00:00:00.000,4812,1134,finished,2,
3203,2022-05-08 00:00:00.000,3547,646,canceled,4,
3204,2022-05-08 00:00:00.000,2372,4632,finished,7,
3206,2022-05-08 00:00:00.000,3284,1889,finished,2,
3207,2022-05-08 00:00:00.000,2488,3745,canceled,7,
3208,2022-05-08 00:00:00.000,4625,3192,finished,2,
3209,2022-05-08 00:00:00.000,3047,4750,finished,5,
3211,2022-05-08 00:00:00.000,2377,2742,finished,7,
3212,2022-05-08 00:00:00.000,1654,2090,finished,5,
3215,2022-05-08 00:00:00.000,233,1286,finished,2,
3216,2022-05-08 00:00:00.000,73,2503,finished,6,
3217,2022-05-08 00:00:00.000,2636,4498,finished,1,
3221,2022-05-08 00:00:00.000,3175,3403,finished,6,
3222,2022-05-08 00:00:00.000,2512,1338,finished,7,
3224,2022-05-08 00:00:00.000,4358,3325,finished,2,
3226,2022-05-08 00:00:00.000,3941,716,canceled,4,
3227,2022-05-09 00:00:00.000,1106,4924,finished,7,
3228,2022-05-09 00:00:00.000,2088,4204,finished,2,
3229,2022-05-09 00:00:00.000,946,1618,finished,3,
3230,2022-05-09 00:00:00.000,180,3399,canceled,2,
3233,2022-05-09 00:00:00.000,2235,108,finished,4,
3234,2022-05-09 00:00:00.000,2465,422,finished,7,
3235,2022-05-09 00:00:00.000,1434,1125,canceled,2,
3236,2022-05-09 00:00:00.000,3154,4130,finished,2,
3237,2022-05-09 00:00:00.000,3175,20,finished,6,
3238,2022-05-09 00:00:00.000,2381,60,finished,3,
3240,2022-05-09 00:00:00.000,15,152,finished,5,
3243,2022-05-09 00:00:00.000,2105,1602,finished,7,
3245,2022-05-09 00:00:00.000,3487,1525,finished,5,
3247,2022-05-09 00:00:00.000,244,3191,finished,7,
3248,2022-05-09 00:00:00.000,2905,4102,finished,2,
3250,2022-05-09 00:00:00.000,685,986,finished,1,
3251,2022-05-09 00:00:00.000,3048,510,finished,6,
3252,2022-05-09 00:00:00.000,1850,896,finished,2,
3255,2022-05-09 00:00:00.000,54,1761,finished,3,
3256,2022-05-09 00:00:00.000,229,898,finished,3,
