"user_id","reg_date","role","region_id"
1203,2021-08-23 00:00:00.000,mentee,1
1204,2022-04-16 00:00:00.000,mentee,1
1207,2021-12-13 00:00:00.000,mentee,0
1209,2021-07-12 00:00:00.000,mentee,1
1211,2022-09-11 00:00:00.000,mentee,1
1212,2022-05-07 00:00:00.000,mentee,1
1216,2021-01-30 00:00:00.000,mentee,4
1218,2022-01-09 00:00:00.000,mentee,1
1220,2022-04-02 00:00:00.000,mentee,4
1225,2021-11-28 00:00:00.000,mentee,4
1226,2022-04-25 00:00:00.000,mentee,1
1229,2021-12-01 00:00:00.000,mentee,10
1231,2022-06-17 00:00:00.000,mentee,1
1235,2021-07-10 00:00:00.000,mentee,1
1237,2022-08-05 00:00:00.000,mentee,4
1238,2022-01-20 00:00:00.000,mentee,7
1243,2021-12-24 00:00:00.000,mentee,1
1244,2021-08-02 00:00:00.000,mentee,1
1245,2022-03-24 00:00:00.000,mentee,2
1249,2021-10-24 00:00:00.000,mentee,3
1252,2022-09-06 00:00:00.000,mentee,3
1254,2022-04-15 00:00:00.000,mentee,7
1257,2022-02-03 00:00:00.000,mentee,1
1260,2022-01-18 00:00:00.000,mentee,1
1263,2021-09-28 00:00:00.000,mentee,9
1267,2021-10-04 00:00:00.000,mentee,3
1268,2021-01-28 00:00:00.000,mentee,1
1271,2021-02-08 00:00:00.000,mentee,4
1273,2021-08-09 00:00:00.000,mentee,2
1275,2021-08-30 00:00:00.000,mentee,1
1277,2021-08-02 00:00:00.000,mentee,4
1280,2021-11-19 00:00:00.000,mentee,1
1283,2021-01-26 00:00:00.000,mentee,1
1284,2022-02-24 00:00:00.000,mentee,4
1286,2022-01-26 00:00:00.000,mentee,0
1287,2021-08-04 00:00:00.000,mentee,4
1288,2021-03-23 00:00:00.000,mentee,1
1293,2021-11-17 00:00:00.000,mentee,1
1294,2021-03-11 00:00:00.000,mentee,1
1295,2021-09-01 00:00:00.000,mentee,11
1297,2021-05-22 00:00:00.000,mentee,1
1300,2022-06-04 00:00:00.000,mentee,0
1301,2021-06-27 00:00:00.000,mentee,1
1302,2021-07-24 00:00:00.000,mentee,1
1304,2022-06-12 00:00:00.000,mentee,1
1305,2021-03-12 00:00:00.000,mentee,1
1306,2021-09-19 00:00:00.000,mentee,1
1310,2022-01-11 00:00:00.000,mentee,4
1312,2022-06-12 00:00:00.000,mentee,7
1313,2021-01-31 00:00:00.000,mentee,1
1315,2021-09-05 00:00:00.000,mentee,1
1316,2022-07-02 00:00:00.000,mentee,1
1317,2021-11-15 00:00:00.000,mentee,1
1320,2022-01-16 00:00:00.000,mentee,1
1325,2021-04-04 00:00:00.000,mentee,1
1329,2021-02-05 00:00:00.000,mentee,3
1330,2021-12-09 00:00:00.000,mentee,1
1336,2022-03-04 00:00:00.000,mentee,2
1337,2022-02-25 00:00:00.000,mentee,3
1338,2022-03-02 00:00:00.000,mentee,7
1339,2021-03-29 00:00:00.000,mentee,1
1340,2022-09-08 00:00:00.000,mentee,1
1341,2021-08-01 00:00:00.000,mentee,1
1342,2022-01-09 00:00:00.000,mentee,1
1343,2022-04-18 00:00:00.000,mentee,0
1345,2021-06-09 00:00:00.000,mentee,1
1346,2021-05-24 00:00:00.000,mentee,1
1350,2021-11-07 00:00:00.000,mentee,4
1351,2021-07-26 00:00:00.000,mentee,1
1353,2022-03-02 00:00:00.000,mentee,7
1354,2022-02-23 00:00:00.000,mentee,0
1355,2021-01-31 00:00:00.000,mentee,1
1356,2022-01-13 00:00:00.000,mentee,1
1358,2021-04-18 00:00:00.000,mentee,1
1359,2021-07-25 00:00:00.000,mentee,3
1363,2022-04-17 00:00:00.000,mentee,1
1364,2021-07-25 00:00:00.000,mentee,1
1365,2022-09-04 00:00:00.000,mentee,5
1368,2022-01-08 00:00:00.000,mentee,5
1369,2021-12-03 00:00:00.000,mentee,1
1371,2022-04-26 00:00:00.000,mentee,9
1374,2021-10-28 00:00:00.000,mentee,3
1377,2022-02-15 00:00:00.000,mentee,5
1383,2021-12-08 00:00:00.000,mentee,4
1386,2021-09-07 00:00:00.000,mentee,1
1387,2022-04-22 00:00:00.000,mentee,10
1388,2022-05-18 00:00:00.000,mentee,3
1389,2021-09-23 00:00:00.000,mentee,1
1391,2021-05-19 00:00:00.000,mentee,1
1392,2021-09-01 00:00:00.000,mentee,1
1395,2021-10-19 00:00:00.000,mentee,1
1400,2021-02-11 00:00:00.000,mentee,7
1401,2021-02-04 00:00:00.000,mentee,5
1402,2021-11-13 00:00:00.000,mentee,1
1404,2022-01-30 00:00:00.000,mentee,5
1406,2021-12-22 00:00:00.000,mentee,3
1407,2021-09-08 00:00:00.000,mentee,1
1408,2022-07-21 00:00:00.000,mentee,1
1409,2022-03-19 00:00:00.000,mentee,2
1410,2022-06-06 00:00:00.000,mentee,7
1411,2022-08-10 00:00:00.000,mentee,1
1413,2021-11-09 00:00:00.000,mentee,0
1414,2021-06-23 00:00:00.000,mentee,1
1416,2022-05-24 00:00:00.000,mentee,3
1418,2022-07-08 00:00:00.000,mentee,1
1424,2021-03-24 00:00:00.000,mentee,0
1425,2022-08-11 00:00:00.000,mentee,4
1427,2022-01-04 00:00:00.000,mentee,1
1430,2021-08-07 00:00:00.000,mentee,6
1435,2021-05-28 00:00:00.000,mentee,1
1436,2021-01-14 00:00:00.000,mentee,11
1437,2021-07-30 00:00:00.000,mentee,10
1439,2021-12-28 00:00:00.000,mentee,4
1441,2021-08-25 00:00:00.000,mentee,0
1445,2022-04-23 00:00:00.000,mentee,5
1446,2021-12-20 00:00:00.000,mentee,2
1448,2022-03-08 00:00:00.000,mentee,1
1450,2021-02-26 00:00:00.000,mentee,3
1454,2021-11-07 00:00:00.000,mentee,1
1455,2021-06-04 00:00:00.000,mentee,5
1458,2021-02-12 00:00:00.000,mentee,7
1460,2022-04-27 00:00:00.000,mentee,1
1464,2021-01-25 00:00:00.000,mentee,5
1465,2021-02-18 00:00:00.000,mentee,1
1467,2021-10-05 00:00:00.000,mentee,1
1468,2022-04-22 00:00:00.000,mentee,1
1472,2022-05-21 00:00:00.000,mentee,2
1473,2022-01-29 00:00:00.000,mentee,1
1476,2021-01-22 00:00:00.000,mentee,1
1477,2021-03-04 00:00:00.000,mentee,3
1478,2021-08-17 00:00:00.000,mentee,1
1479,2022-02-01 00:00:00.000,mentee,5
1480,2021-04-02 00:00:00.000,mentee,4
1485,2021-02-23 00:00:00.000,mentee,3
1487,2021-07-30 00:00:00.000,mentee,7
1488,2021-07-29 00:00:00.000,mentee,2
1489,2021-05-11 00:00:00.000,mentee,1
1490,2021-01-23 00:00:00.000,mentee,3
1495,2022-06-13 00:00:00.000,mentee,1
1497,2021-07-23 00:00:00.000,mentee,8
1499,2022-04-25 00:00:00.000,mentee,1
1500,2021-07-19 00:00:00.000,mentee,4
1501,2021-10-28 00:00:00.000,mentee,4
1502,2021-12-12 00:00:00.000,mentee,4
1504,2022-05-26 00:00:00.000,mentee,5
1505,2021-10-19 00:00:00.000,mentee,5
1506,2021-03-11 00:00:00.000,mentee,2
1507,2022-04-23 00:00:00.000,mentee,10
1508,2022-04-30 00:00:00.000,mentee,5
1511,2022-03-13 00:00:00.000,mentee,1
1512,2022-06-19 00:00:00.000,mentee,6
1515,2021-07-18 00:00:00.000,mentee,6
1516,2022-03-28 00:00:00.000,mentee,1
1518,2021-03-15 00:00:00.000,mentee,3
1519,2021-07-08 00:00:00.000,mentee,2
1520,2022-02-15 00:00:00.000,mentee,3
1521,2022-09-14 00:00:00.000,mentee,1
1522,2022-01-10 00:00:00.000,mentee,1
1523,2022-08-08 00:00:00.000,mentee,8
1525,2021-02-10 00:00:00.000,mentee,1
1529,2021-03-02 00:00:00.000,mentee,4
1531,2022-02-15 00:00:00.000,mentee,1
1534,2021-06-11 00:00:00.000,mentee,3
1535,2021-10-02 00:00:00.000,mentee,4
1536,2021-05-16 00:00:00.000,mentee,1
1537,2021-11-16 00:00:00.000,mentee,1
1538,2022-06-17 00:00:00.000,mentee,4
1539,2022-02-17 00:00:00.000,mentee,2
1540,2022-06-18 00:00:00.000,mentee,3
1542,2022-05-01 00:00:00.000,mentee,1
1547,2022-04-16 00:00:00.000,mentee,5
1548,2021-12-11 00:00:00.000,mentee,5
1549,2021-03-03 00:00:00.000,mentee,1
1550,2022-07-02 00:00:00.000,mentee,8
1551,2022-05-16 00:00:00.000,mentee,1
1553,2022-09-11 00:00:00.000,mentee,6
1555,2021-05-18 00:00:00.000,mentee,2
1557,2021-05-15 00:00:00.000,mentee,3
1559,2022-02-20 00:00:00.000,mentee,2
1560,2021-05-17 00:00:00.000,mentee,6
1564,2021-12-10 00:00:00.000,mentee,5
1567,2022-08-30 00:00:00.000,mentee,6
1569,2021-04-10 00:00:00.000,mentee,2
1571,2022-02-14 00:00:00.000,mentee,7
1572,2021-08-18 00:00:00.000,mentee,5
1574,2021-04-24 00:00:00.000,mentee,1
1575,2021-01-14 00:00:00.000,mentee,1
1576,2021-03-19 00:00:00.000,mentee,1
1577,2022-07-05 00:00:00.000,mentee,8
1579,2021-07-30 00:00:00.000,mentee,1
1580,2021-10-01 00:00:00.000,mentee,1
1581,2021-05-14 00:00:00.000,mentee,1
1582,2021-07-23 00:00:00.000,mentee,1
1583,2022-06-23 00:00:00.000,mentee,7
1585,2021-12-10 00:00:00.000,mentee,6
1586,2021-03-23 00:00:00.000,mentee,6
1587,2021-01-23 00:00:00.000,mentee,3
1588,2022-08-12 00:00:00.000,mentee,7
1590,2021-12-21 00:00:00.000,mentee,1
1591,2021-12-14 00:00:00.000,mentee,5
1595,2021-10-22 00:00:00.000,mentee,5
1596,2021-10-14 00:00:00.000,mentee,2
1597,2022-05-07 00:00:00.000,mentee,1
1599,2022-08-04 00:00:00.000,mentee,1
1600,2021-08-09 00:00:00.000,mentee,1
1601,2021-07-22 00:00:00.000,mentee,4
1602,2021-10-01 00:00:00.000,mentee,3
1603,2022-01-11 00:00:00.000,mentee,5
1604,2021-06-12 00:00:00.000,mentee,1
1607,2022-01-16 00:00:00.000,mentee,6
1608,2022-08-16 00:00:00.000,mentee,1
1610,2022-04-10 00:00:00.000,mentee,1
1611,2021-07-06 00:00:00.000,mentee,8
1612,2021-10-03 00:00:00.000,mentee,1
1613,2021-06-27 00:00:00.000,mentee,4
1614,2021-08-15 00:00:00.000,mentee,2
1615,2021-10-29 00:00:00.000,mentee,5
1618,2021-12-14 00:00:00.000,mentee,3
1620,2022-07-04 00:00:00.000,mentee,5
1622,2022-02-25 00:00:00.000,mentee,2
1623,2022-05-07 00:00:00.000,mentee,6
1626,2021-08-05 00:00:00.000,mentee,2
1631,2021-03-15 00:00:00.000,mentee,1
1634,2022-04-04 00:00:00.000,mentee,1
1635,2022-05-23 00:00:00.000,mentee,2
1637,2021-01-22 00:00:00.000,mentee,3
1638,2022-08-16 00:00:00.000,mentee,1
1642,2021-01-21 00:00:00.000,mentee,2
1646,2021-11-21 00:00:00.000,mentee,4
1649,2021-04-05 00:00:00.000,mentee,2
1651,2022-02-05 00:00:00.000,mentee,4
1652,2021-02-12 00:00:00.000,mentee,3
1655,2022-06-12 00:00:00.000,mentee,1
1656,2021-03-18 00:00:00.000,mentee,1
1657,2021-03-02 00:00:00.000,mentee,1
1658,2021-07-18 00:00:00.000,mentee,8
1661,2021-10-17 00:00:00.000,mentee,2
1662,2021-03-25 00:00:00.000,mentee,6
1663,2021-09-29 00:00:00.000,mentee,1
1664,2022-07-21 00:00:00.000,mentee,4
1665,2022-04-28 00:00:00.000,mentee,1
1667,2021-09-02 00:00:00.000,mentee,8
1670,2022-07-01 00:00:00.000,mentee,2
1671,2021-10-03 00:00:00.000,mentee,7
1673,2022-01-31 00:00:00.000,mentee,8
1674,2022-01-21 00:00:00.000,mentee,3
1675,2021-06-12 00:00:00.000,mentee,6
1676,2022-02-27 00:00:00.000,mentee,6
1677,2021-04-18 00:00:00.000,mentee,1
1681,2021-07-12 00:00:00.000,mentee,1
1682,2021-11-30 00:00:00.000,mentee,4
1684,2021-01-25 00:00:00.000,mentee,1
1685,2022-02-19 00:00:00.000,mentee,1
1687,2022-05-14 00:00:00.000,mentee,2
1689,2022-07-04 00:00:00.000,mentee,5
1690,2021-05-29 00:00:00.000,mentee,3
1693,2021-10-21 00:00:00.000,mentee,5
1697,2022-03-21 00:00:00.000,mentee,1
1699,2021-02-03 00:00:00.000,mentee,1
1700,2022-08-08 00:00:00.000,mentee,1
1701,2022-07-10 00:00:00.000,mentee,2
1702,2021-01-05 00:00:00.000,mentee,1
1704,2021-12-17 00:00:00.000,mentee,8
1706,2021-03-22 00:00:00.000,mentee,0
1707,2022-05-22 00:00:00.000,mentee,2
1709,2021-06-20 00:00:00.000,mentee,11
1710,2022-03-31 00:00:00.000,mentee,5
1713,2022-04-03 00:00:00.000,mentee,1
1714,2021-10-23 00:00:00.000,mentee,1
1716,2021-10-16 00:00:00.000,mentee,2
1717,2021-07-13 00:00:00.000,mentee,5
1719,2021-02-28 00:00:00.000,mentee,3
1724,2022-07-15 00:00:00.000,mentee,1
1726,2021-08-23 00:00:00.000,mentee,4
1729,2022-09-02 00:00:00.000,mentee,3
1731,2022-07-31 00:00:00.000,mentee,5
1732,2021-09-24 00:00:00.000,mentee,1
1733,2022-08-11 00:00:00.000,mentee,1
1739,2022-03-11 00:00:00.000,mentee,7
1740,2022-07-29 00:00:00.000,mentee,1
1741,2022-01-24 00:00:00.000,mentee,1
1743,2021-11-01 00:00:00.000,mentee,8
1749,2022-06-16 00:00:00.000,mentee,1
1750,2021-01-25 00:00:00.000,mentee,2
1751,2022-08-05 00:00:00.000,mentee,3
1753,2021-06-06 00:00:00.000,mentee,3
1756,2021-11-21 00:00:00.000,mentee,1
1761,2022-02-09 00:00:00.000,mentee,1
1764,2021-10-24 00:00:00.000,mentee,2
1765,2022-02-20 00:00:00.000,mentee,7
1767,2021-07-25 00:00:00.000,mentee,0
1771,2021-02-20 00:00:00.000,mentee,6
1772,2022-01-04 00:00:00.000,mentee,5
1773,2022-07-12 00:00:00.000,mentee,1
1774,2022-06-20 00:00:00.000,mentee,1
1775,2021-02-01 00:00:00.000,mentee,1
1777,2021-06-12 00:00:00.000,mentee,1
1779,2022-08-11 00:00:00.000,mentee,0
1780,2021-09-06 00:00:00.000,mentee,1
1782,2021-07-25 00:00:00.000,mentee,10
1784,2022-05-25 00:00:00.000,mentee,3
1785,2021-05-30 00:00:00.000,mentee,5
1786,2022-07-12 00:00:00.000,mentee,1
1787,2021-07-31 00:00:00.000,mentee,1
1789,2021-10-07 00:00:00.000,mentee,1
1794,2021-06-07 00:00:00.000,mentee,1
1797,2021-10-23 00:00:00.000,mentee,1
1798,2022-05-26 00:00:00.000,mentee,0
1800,2021-06-07 00:00:00.000,mentee,5
1801,2021-09-18 00:00:00.000,mentee,2
1803,2022-05-19 00:00:00.000,mentee,1
1805,2021-08-23 00:00:00.000,mentee,3
1807,2021-07-02 00:00:00.000,mentee,2
1809,2021-01-31 00:00:00.000,mentee,5
1811,2022-01-26 00:00:00.000,mentee,0
1812,2022-02-26 00:00:00.000,mentee,1
1813,2022-01-28 00:00:00.000,mentee,1
1814,2021-12-31 00:00:00.000,mentee,1
1815,2022-09-04 00:00:00.000,mentee,3
1816,2022-03-09 00:00:00.000,mentee,1
1818,2021-05-19 00:00:00.000,mentee,1
1819,2021-02-21 00:00:00.000,mentee,5
1821,2021-04-13 00:00:00.000,mentee,9
1825,2022-09-02 00:00:00.000,mentee,9
1826,2021-04-30 00:00:00.000,mentee,5
1827,2021-08-01 00:00:00.000,mentee,12
1829,2022-01-11 00:00:00.000,mentee,1
1834,2022-03-03 00:00:00.000,mentee,0
1836,2021-12-23 00:00:00.000,mentee,2
1838,2021-03-27 00:00:00.000,mentee,3
1839,2021-10-27 00:00:00.000,mentee,3
1841,2022-02-07 00:00:00.000,mentee,2
1842,2021-10-10 00:00:00.000,mentee,0
1845,2022-07-11 00:00:00.000,mentee,4
1846,2021-03-11 00:00:00.000,mentee,1
1847,2021-12-23 00:00:00.000,mentee,1
1848,2022-07-13 00:00:00.000,mentee,1
1852,2021-05-07 00:00:00.000,mentee,1
1854,2021-03-06 00:00:00.000,mentee,6
1857,2021-05-18 00:00:00.000,mentee,1
1858,2021-10-24 00:00:00.000,mentee,1
1860,2022-06-16 00:00:00.000,mentee,3
1861,2021-03-16 00:00:00.000,mentee,3
1863,2021-03-23 00:00:00.000,mentee,3
1867,2022-06-07 00:00:00.000,mentee,7
1869,2021-07-07 00:00:00.000,mentee,2
1874,2021-03-14 00:00:00.000,mentee,3
1877,2021-07-25 00:00:00.000,mentee,1
1878,2022-01-02 00:00:00.000,mentee,1
1879,2021-01-07 00:00:00.000,mentee,6
1880,2021-01-01 00:00:00.000,mentee,1
1885,2021-04-09 00:00:00.000,mentee,3
1886,2021-03-02 00:00:00.000,mentee,4
1887,2021-11-19 00:00:00.000,mentee,2
1888,2022-01-29 00:00:00.000,mentee,1
1889,2021-01-26 00:00:00.000,mentee,0
1892,2021-05-07 00:00:00.000,mentee,2
1896,2022-01-24 00:00:00.000,mentee,8
1897,2021-07-10 00:00:00.000,mentee,4
1898,2021-04-30 00:00:00.000,mentee,8
1899,2022-09-05 00:00:00.000,mentee,5
1900,2021-07-21 00:00:00.000,mentee,4
1901,2021-05-05 00:00:00.000,mentee,1
1904,2021-03-16 00:00:00.000,mentee,1
1907,2021-06-30 00:00:00.000,mentee,1
1908,2021-10-25 00:00:00.000,mentee,7
1909,2021-01-02 00:00:00.000,mentee,6
1910,2022-05-08 00:00:00.000,mentee,6
1912,2021-05-10 00:00:00.000,mentee,7
1913,2021-08-13 00:00:00.000,mentee,1
1915,2021-03-28 00:00:00.000,mentee,2
1916,2021-04-15 00:00:00.000,mentee,3
1917,2022-01-10 00:00:00.000,mentee,6
1918,2021-12-22 00:00:00.000,mentee,1
1919,2021-09-22 00:00:00.000,mentee,0
1920,2022-03-07 00:00:00.000,mentee,1
1921,2022-07-15 00:00:00.000,mentee,4
1922,2021-03-26 00:00:00.000,mentee,1
1925,2022-05-11 00:00:00.000,mentee,1
1930,2021-02-12 00:00:00.000,mentee,2
1931,2021-02-01 00:00:00.000,mentee,2
1933,2021-09-12 00:00:00.000,mentee,1
1935,2022-05-26 00:00:00.000,mentee,1
1936,2022-04-24 00:00:00.000,mentee,5
1938,2021-08-24 00:00:00.000,mentee,3
1940,2022-03-14 00:00:00.000,mentee,10
1943,2021-05-03 00:00:00.000,mentee,0
1944,2022-01-26 00:00:00.000,mentee,4
1949,2022-04-30 00:00:00.000,mentee,7
1952,2021-07-02 00:00:00.000,mentee,1
1953,2021-06-21 00:00:00.000,mentee,8
1956,2021-03-15 00:00:00.000,mentee,11
1961,2021-02-21 00:00:00.000,mentee,7
1963,2022-02-22 00:00:00.000,mentee,1
1965,2021-03-19 00:00:00.000,mentee,1
1967,2022-06-14 00:00:00.000,mentee,1
1968,2021-12-28 00:00:00.000,mentee,0
1970,2021-07-07 00:00:00.000,mentee,1
1973,2022-07-19 00:00:00.000,mentee,1
1974,2021-12-16 00:00:00.000,mentee,1
1976,2022-04-08 00:00:00.000,mentee,7
1977,2021-04-21 00:00:00.000,mentee,1
1980,2021-05-31 00:00:00.000,mentee,7
1981,2022-01-30 00:00:00.000,mentee,1
1983,2022-08-19 00:00:00.000,mentee,1
1990,2022-08-03 00:00:00.000,mentee,1
1991,2021-01-09 00:00:00.000,mentee,1
1992,2021-05-11 00:00:00.000,mentee,5
1996,2021-12-26 00:00:00.000,mentee,9
1998,2022-07-04 00:00:00.000,mentee,1
1999,2021-10-29 00:00:00.000,mentee,1
2006,2021-03-29 00:00:00.000,mentee,3
2008,2022-04-18 00:00:00.000,mentee,0
2009,2021-09-14 00:00:00.000,mentee,1
2010,2021-03-10 00:00:00.000,mentee,1
2013,2022-03-05 00:00:00.000,mentee,5
2015,2022-08-09 00:00:00.000,mentee,1
2017,2021-10-31 00:00:00.000,mentee,7
2019,2021-01-21 00:00:00.000,mentee,1
2020,2021-08-09 00:00:00.000,mentee,6
2021,2021-03-16 00:00:00.000,mentee,9
2022,2021-12-01 00:00:00.000,mentee,2
2023,2021-01-18 00:00:00.000,mentee,1
2024,2021-10-28 00:00:00.000,mentee,1
2026,2021-09-18 00:00:00.000,mentee,7
2027,2021-10-20 00:00:00.000,mentee,1
2028,2021-02-09 00:00:00.000,mentee,3
2029,2021-11-14 00:00:00.000,mentee,2
2031,2022-08-25 00:00:00.000,mentee,12
2032,2021-01-10 00:00:00.000,mentee,1
2034,2021-02-06 00:00:00.000,mentee,1
2039,2021-10-02 00:00:00.000,mentee,2
2044,2021-01-07 00:00:00.000,mentee,1
2046,2022-06-04 00:00:00.000,mentee,0
2047,2022-07-27 00:00:00.000,mentee,1
2050,2021-01-23 00:00:00.000,mentee,1
2052,2021-07-11 00:00:00.000,mentee,6
2054,2022-07-06 00:00:00.000,mentee,5
2055,2022-06-27 00:00:00.000,mentee,1
2058,2022-02-14 00:00:00.000,mentee,1
2059,2022-02-05 00:00:00.000,mentee,1
2061,2022-02-19 00:00:00.000,mentee,3
2062,2021-05-08 00:00:00.000,mentee,1
2064,2022-01-27 00:00:00.000,mentee,6
2067,2022-04-24 00:00:00.000,mentee,1
2068,2021-05-02 00:00:00.000,mentee,5
2069,2022-07-07 00:00:00.000,mentee,0
2071,2021-10-19 00:00:00.000,mentee,1
2073,2021-07-13 00:00:00.000,mentee,6
2076,2022-02-06 00:00:00.000,mentee,1
2077,2021-01-07 00:00:00.000,mentee,1
2078,2021-02-09 00:00:00.000,mentee,1
2079,2022-04-19 00:00:00.000,mentee,5
2082,2022-05-27 00:00:00.000,mentee,3
2085,2022-03-22 00:00:00.000,mentee,10
2086,2022-07-08 00:00:00.000,mentee,1
2087,2021-12-21 00:00:00.000,mentee,0
2090,2021-04-10 00:00:00.000,mentee,5
2094,2021-09-20 00:00:00.000,mentee,1
2099,2022-06-26 00:00:00.000,mentee,7
2100,2021-05-06 00:00:00.000,mentee,2
2102,2021-09-05 00:00:00.000,mentee,2
2104,2022-04-17 00:00:00.000,mentee,7
2106,2022-07-28 00:00:00.000,mentee,4
2109,2022-03-26 00:00:00.000,mentee,8
2110,2022-05-05 00:00:00.000,mentee,1
2111,2022-02-27 00:00:00.000,mentee,1
2115,2021-05-04 00:00:00.000,mentee,1
2118,2022-08-21 00:00:00.000,mentee,6
2120,2022-03-30 00:00:00.000,mentee,2
2121,2021-12-24 00:00:00.000,mentee,4
2124,2021-09-22 00:00:00.000,mentee,8
2128,2022-06-01 00:00:00.000,mentee,1
2129,2022-07-21 00:00:00.000,mentee,7
2131,2021-06-11 00:00:00.000,mentee,5
2135,2021-07-23 00:00:00.000,mentee,6
2136,2022-02-26 00:00:00.000,mentee,0
2140,2021-10-03 00:00:00.000,mentee,0
2141,2021-10-03 00:00:00.000,mentee,4
2142,2022-01-13 00:00:00.000,mentee,2
2143,2021-01-15 00:00:00.000,mentee,1
2145,2021-03-20 00:00:00.000,mentee,3
2147,2022-03-24 00:00:00.000,mentee,3
2150,2022-04-24 00:00:00.000,mentee,1
2152,2021-08-26 00:00:00.000,mentee,1
2153,2021-06-17 00:00:00.000,mentee,0
2154,2022-07-11 00:00:00.000,mentee,0
2156,2021-10-01 00:00:00.000,mentee,6
2158,2022-03-29 00:00:00.000,mentee,4
2159,2022-06-20 00:00:00.000,mentee,7
2162,2021-07-29 00:00:00.000,mentee,6
2163,2021-08-24 00:00:00.000,mentee,1
2164,2021-03-09 00:00:00.000,mentee,1
2167,2022-08-18 00:00:00.000,mentee,5
2168,2022-02-17 00:00:00.000,mentee,1
2169,2021-07-04 00:00:00.000,mentee,5
2171,2021-06-20 00:00:00.000,mentee,1
2175,2021-11-20 00:00:00.000,mentee,1
2176,2022-06-26 00:00:00.000,mentee,3
2178,2021-02-27 00:00:00.000,mentee,1
2183,2021-01-09 00:00:00.000,mentee,1
2184,2022-08-27 00:00:00.000,mentee,1
2187,2022-07-05 00:00:00.000,mentee,1
2191,2021-07-04 00:00:00.000,mentee,1
2197,2021-05-04 00:00:00.000,mentee,4
2198,2022-08-31 00:00:00.000,mentee,0
2201,2022-05-11 00:00:00.000,mentee,0
2202,2021-07-20 00:00:00.000,mentee,1
2203,2021-09-06 00:00:00.000,mentee,0
2204,2021-08-09 00:00:00.000,mentee,1
2205,2022-02-11 00:00:00.000,mentee,1
2208,2021-03-18 00:00:00.000,mentee,5
2209,2021-09-06 00:00:00.000,mentee,1
2214,2022-08-28 00:00:00.000,mentee,1
2216,2022-04-27 00:00:00.000,mentee,4
2219,2021-09-18 00:00:00.000,mentee,7
2220,2022-06-27 00:00:00.000,mentee,1
2221,2021-11-25 00:00:00.000,mentee,1
2223,2022-07-04 00:00:00.000,mentee,4
2224,2022-08-07 00:00:00.000,mentee,4
2225,2021-08-19 00:00:00.000,mentee,1
2226,2021-06-22 00:00:00.000,mentee,1
2227,2021-09-05 00:00:00.000,mentee,5
2228,2021-03-24 00:00:00.000,mentee,1
2231,2021-05-27 00:00:00.000,mentee,1
2232,2021-11-15 00:00:00.000,mentee,2
2236,2021-07-21 00:00:00.000,mentee,2
2238,2022-02-15 00:00:00.000,mentee,0
2241,2022-01-11 00:00:00.000,mentee,1
2246,2022-02-05 00:00:00.000,mentee,4
2247,2021-09-13 00:00:00.000,mentee,3
2248,2021-10-05 00:00:00.000,mentee,2
2250,2021-07-26 00:00:00.000,mentee,1
2252,2021-03-29 00:00:00.000,mentee,2
2253,2021-03-17 00:00:00.000,mentee,8
2254,2022-09-05 00:00:00.000,mentee,1
2255,2021-01-15 00:00:00.000,mentee,4
2256,2021-07-03 00:00:00.000,mentee,4
2258,2021-01-16 00:00:00.000,mentee,6
2259,2021-01-26 00:00:00.000,mentee,4
2261,2021-09-21 00:00:00.000,mentee,10
2263,2021-02-13 00:00:00.000,mentee,1
2264,2021-02-04 00:00:00.000,mentee,8
2268,2022-08-21 00:00:00.000,mentee,4
2270,2022-04-26 00:00:00.000,mentee,1
2271,2021-03-20 00:00:00.000,mentee,11
2272,2022-08-21 00:00:00.000,mentee,2
2275,2021-06-28 00:00:00.000,mentee,6
2276,2022-08-29 00:00:00.000,mentee,1
2277,2021-02-15 00:00:00.000,mentee,0
2278,2022-04-16 00:00:00.000,mentee,6
2281,2022-08-06 00:00:00.000,mentee,2
2286,2022-07-05 00:00:00.000,mentee,7
2288,2021-01-06 00:00:00.000,mentee,1
2289,2022-04-17 00:00:00.000,mentee,6
2290,2021-07-26 00:00:00.000,mentee,11
2291,2021-09-27 00:00:00.000,mentee,1
2292,2022-08-23 00:00:00.000,mentee,1
2298,2021-09-20 00:00:00.000,mentee,0
2299,2021-03-15 00:00:00.000,mentee,1
2300,2022-01-24 00:00:00.000,mentee,11
2306,2022-03-27 00:00:00.000,mentee,0
2309,2021-03-07 00:00:00.000,mentee,7
2310,2021-04-30 00:00:00.000,mentee,3
2311,2022-06-11 00:00:00.000,mentee,5
2312,2022-04-12 00:00:00.000,mentee,1
2313,2022-09-05 00:00:00.000,mentee,2
2316,2021-02-07 00:00:00.000,mentee,4
2317,2022-06-27 00:00:00.000,mentee,1
2318,2021-12-28 00:00:00.000,mentee,1
2320,2021-04-18 00:00:00.000,mentee,1
2321,2022-05-20 00:00:00.000,mentee,4
2322,2021-10-21 00:00:00.000,mentee,1
2323,2021-08-05 00:00:00.000,mentee,1
2324,2021-08-09 00:00:00.000,mentee,1
2326,2021-07-30 00:00:00.000,mentee,10
2327,2021-03-16 00:00:00.000,mentee,12
2331,2022-04-08 00:00:00.000,mentee,5
2332,2022-05-07 00:00:00.000,mentee,4
2333,2021-08-13 00:00:00.000,mentee,7
2334,2022-08-09 00:00:00.000,mentee,4
2335,2022-06-03 00:00:00.000,mentee,3
