"session_id","session_date_time","session_status","mentor_domain_id","domain_name","mentor_id","mentor_role","mentor_reg_date","mentor_region_id","mentor_region_name","mentee_id","mentee_role","mentee_reg_date","mentee_region_id","mentee_region_name"
991,2021-12-29 00:00:00.000,finished,5,Python для аналитики данных,4429,mentor,2021-09-25 00:00:00.000,4,Краснодарский край,396,mentee,2021-08-16 00:00:00.000,1,г Москва
992,2021-12-30 00:00:00.000,finished,7,SQL,3425,mentor,2021-06-06 00:00:00.000,1,г Москва,2482,mentee,2021-01-30 00:00:00.000,7,Нижегородская обл
993,2021-12-30 00:00:00.000,finished,2,AB тестирование,3883,mentor,2021-11-03 00:00:00.000,1,г Москва,832,mentee,2021-05-08 00:00:00.000,0,Другое
995,2021-12-30 00:00:00.000,canceled,7,SQL,4278,mentor,2021-10-28 00:00:00.000,6,Московская обл,163,mentee,2021-03-19 00:00:00.000,6,Московская обл
996,2021-12-30 00:00:00.000,finished,4,DS,2670,mentor,2021-09-19 00:00:00.000,6,Московская обл,3324,mentee,2021-04-13 00:00:00.000,5,Ленинградская обл
998,2021-12-30 00:00:00.000,finished,5,Python для аналитики данных,1332,mentor,2021-11-25 00:00:00.000,4,Краснодарский край,1263,mentee,2021-09-28 00:00:00.000,9,Омская обл
999,2021-12-30 00:00:00.000,finished,4,DS,1498,mentor,2021-09-07 00:00:00.000,5,Ленинградская обл,3687,mentee,2021-05-24 00:00:00.000,3,Ростовская обл
1000,2021-12-30 00:00:00.000,finished,1,Продуктовая аналитика,3704,mentor,2021-03-22 00:00:00.000,1,г Москва,1058,mentee,2021-09-25 00:00:00.000,6,Московская обл
1001,2021-12-31 00:00:00.000,canceled,6,Машинное обучение,1893,mentor,2021-12-18 00:00:00.000,1,г Москва,3205,mentee,2021-07-02 00:00:00.000,1,г Москва
1003,2021-12-31 00:00:00.000,finished,4,DS,3290,mentor,2021-12-27 00:00:00.000,9,Омская обл,4068,mentee,2021-08-25 00:00:00.000,4,Краснодарский край
1004,2021-12-31 00:00:00.000,finished,1,Продуктовая аналитика,1856,mentor,2021-12-08 00:00:00.000,2,г Санкт-Петербург,4125,mentee,2021-11-20 00:00:00.000,2,г Санкт-Петербург
1005,2021-12-31 00:00:00.000,canceled,5,Python для аналитики данных,3047,mentor,2021-08-11 00:00:00.000,1,г Москва,4889,mentee,2021-04-07 00:00:00.000,2,г Санкт-Петербург
1006,2021-12-31 00:00:00.000,finished,1,Продуктовая аналитика,4651,mentor,2021-12-18 00:00:00.000,1,г Москва,4748,mentee,2021-04-12 00:00:00.000,3,Ростовская обл
1013,2022-01-01 00:00:00.000,finished,4,DS,4471,mentor,2021-11-18 00:00:00.000,4,Краснодарский край,1663,mentee,2021-09-29 00:00:00.000,1,г Москва
1014,2022-01-01 00:00:00.000,finished,1,Продуктовая аналитика,3363,mentor,2021-04-15 00:00:00.000,2,г Санкт-Петербург,2375,mentee,2021-05-13 00:00:00.000,3,Ростовская обл
1015,2022-01-01 00:00:00.000,finished,2,AB тестирование,233,mentor,2021-10-09 00:00:00.000,1,г Москва,1943,mentee,2021-05-03 00:00:00.000,0,Другое
1016,2022-01-01 00:00:00.000,finished,2,AB тестирование,1989,mentor,2021-12-08 00:00:00.000,6,Московская обл,4464,mentee,2021-11-23 00:00:00.000,2,г Санкт-Петербург
1017,2022-01-01 00:00:00.000,finished,1,Продуктовая аналитика,4832,mentor,2021-04-10 00:00:00.000,1,г Москва,832,mentee,2021-05-08 00:00:00.000,0,Другое
1018,2022-01-01 00:00:00.000,finished,2,AB тестирование,1475,mentor,2021-06-18 00:00:00.000,3,Ростовская обл,1580,mentee,2021-10-01 00:00:00.000,1,г Москва
1019,2022-01-01 00:00:00.000,canceled,5,Python для аналитики данных,47,mentor,2021-06-04 00:00:00.000,1,г Москва,3564,mentee,2021-09-08 00:00:00.000,1,г Москва
1020,2022-01-02 00:00:00.000,finished,1,Продуктовая аналитика,3704,mentor,2021-03-22 00:00:00.000,1,г Москва,3276,mentee,2021-08-16 00:00:00.000,9,Омская обл
1021,2022-01-02 00:00:00.000,finished,1,Продуктовая аналитика,2084,mentor,2021-08-07 00:00:00.000,1,г Москва,1149,mentee,2021-09-06 00:00:00.000,1,г Москва
1022,2022-01-02 00:00:00.000,finished,7,SQL,1228,mentor,2021-01-31 00:00:00.000,6,Московская обл,4571,mentee,2021-07-02 00:00:00.000,6,Московская обл
1023,2022-01-02 00:00:00.000,finished,2,AB тестирование,2330,mentor,2021-06-07 00:00:00.000,6,Московская обл,3035,mentee,2021-06-01 00:00:00.000,2,г Санкт-Петербург
1025,2022-01-02 00:00:00.000,finished,5,Python для аналитики данных,1890,mentor,2021-12-09 00:00:00.000,3,Ростовская обл,3037,mentee,2021-07-07 00:00:00.000,9,Омская обл
1026,2022-01-02 00:00:00.000,finished,6,Машинное обучение,4150,mentor,2021-02-17 00:00:00.000,1,г Москва,4750,mentee,2021-04-13 00:00:00.000,1,г Москва
1030,2022-01-02 00:00:00.000,finished,3,Визуализация данных,3782,mentor,2021-02-18 00:00:00.000,1,г Москва,3721,mentee,2021-02-22 00:00:00.000,1,г Москва
1031,2022-01-03 00:00:00.000,finished,4,DS,2622,mentor,2021-03-31 00:00:00.000,1,г Москва,1209,mentee,2021-07-12 00:00:00.000,1,г Москва
1032,2022-01-03 00:00:00.000,finished,2,AB тестирование,2532,mentor,2021-05-30 00:00:00.000,1,г Москва,3716,mentee,2021-05-07 00:00:00.000,1,г Москва
1036,2022-01-03 00:00:00.000,finished,7,SQL,2892,mentor,2021-03-09 00:00:00.000,3,Ростовская обл,2171,mentee,2021-06-20 00:00:00.000,1,г Москва
1037,2022-01-03 00:00:00.000,canceled,1,Продуктовая аналитика,3143,mentor,2021-06-28 00:00:00.000,3,Ростовская обл,2950,mentee,2021-12-01 00:00:00.000,5,Ленинградская обл
1041,2022-01-04 00:00:00.000,finished,5,Python для аналитики данных,2043,mentor,2021-02-06 00:00:00.000,2,г Санкт-Петербург,1315,mentee,2021-09-05 00:00:00.000,1,г Москва
1042,2022-01-04 00:00:00.000,finished,2,AB тестирование,3154,mentor,2021-10-30 00:00:00.000,7,Нижегородская обл,4149,mentee,2022-01-04 00:00:00.000,1,г Москва
1043,2022-01-04 00:00:00.000,finished,1,Продуктовая аналитика,4832,mentor,2021-04-10 00:00:00.000,1,г Москва,1564,mentee,2021-12-10 00:00:00.000,5,Ленинградская обл
1048,2022-01-04 00:00:00.000,finished,7,SQL,3714,mentor,2021-02-22 00:00:00.000,0,Другое,1216,mentee,2021-01-30 00:00:00.000,4,Краснодарский край
1049,2022-01-04 00:00:00.000,finished,7,SQL,1172,mentor,2021-06-11 00:00:00.000,1,г Москва,2525,mentee,2021-10-23 00:00:00.000,3,Ростовская обл
1050,2022-01-04 00:00:00.000,finished,7,SQL,4249,mentor,2021-10-02 00:00:00.000,2,г Санкт-Петербург,3042,mentee,2021-02-13 00:00:00.000,1,г Москва
1053,2022-01-04 00:00:00.000,finished,2,AB тестирование,233,mentor,2021-10-09 00:00:00.000,1,г Москва,2017,mentee,2021-10-31 00:00:00.000,7,Нижегородская обл
1054,2022-01-04 00:00:00.000,canceled,1,Продуктовая аналитика,4764,mentor,2021-08-22 00:00:00.000,6,Московская обл,4029,mentee,2021-04-18 00:00:00.000,12,Иркутская обл
1055,2022-01-04 00:00:00.000,finished,7,SQL,1449,mentor,2021-04-30 00:00:00.000,1,г Москва,1263,mentee,2021-09-28 00:00:00.000,9,Омская обл
1056,2022-01-05 00:00:00.000,canceled,1,Продуктовая аналитика,3724,mentor,2021-03-05 00:00:00.000,1,г Москва,3177,mentee,2021-09-10 00:00:00.000,1,г Москва
1058,2022-01-05 00:00:00.000,finished,7,SQL,748,mentor,2021-07-06 00:00:00.000,2,г Санкт-Петербург,1586,mentee,2021-03-23 00:00:00.000,6,Московская обл
1060,2022-01-05 00:00:00.000,canceled,4,DS,515,mentor,2021-09-08 00:00:00.000,7,Нижегородская обл,2145,mentee,2021-03-20 00:00:00.000,3,Ростовская обл
1062,2022-01-05 00:00:00.000,finished,6,Машинное обучение,2180,mentor,2021-08-25 00:00:00.000,1,г Москва,1485,mentee,2021-02-23 00:00:00.000,3,Ростовская обл
1064,2022-01-06 00:00:00.000,canceled,6,Машинное обучение,1132,mentor,2021-06-26 00:00:00.000,1,г Москва,3037,mentee,2021-07-07 00:00:00.000,9,Омская обл
1065,2022-01-06 00:00:00.000,canceled,3,Визуализация данных,2456,mentor,2021-09-22 00:00:00.000,1,г Москва,3177,mentee,2021-09-10 00:00:00.000,1,г Москва
1068,2022-01-06 00:00:00.000,finished,2,AB тестирование,2494,mentor,2021-04-01 00:00:00.000,5,Ленинградская обл,2503,mentee,2021-12-21 00:00:00.000,8,Новосибирская обл
1071,2022-01-06 00:00:00.000,finished,1,Продуктовая аналитика,3787,mentor,2021-02-21 00:00:00.000,9,Омская обл,1709,mentee,2021-06-20 00:00:00.000,11,Архангельская обл
1072,2022-01-06 00:00:00.000,finished,6,Машинное обучение,4896,mentor,2021-07-02 00:00:00.000,1,г Москва,3273,mentee,2021-03-30 00:00:00.000,2,г Санкт-Петербург
1074,2022-01-06 00:00:00.000,finished,7,SQL,458,mentor,2021-07-03 00:00:00.000,1,г Москва,1081,mentee,2021-01-31 00:00:00.000,7,Нижегородская обл
1077,2022-01-07 00:00:00.000,finished,4,DS,4777,mentor,2021-01-06 00:00:00.000,0,Другое,2288,mentee,2021-01-06 00:00:00.000,1,г Москва
1078,2022-01-07 00:00:00.000,finished,6,Машинное обучение,1792,mentor,2021-09-17 00:00:00.000,1,г Москва,2006,mentee,2021-03-29 00:00:00.000,3,Ростовская обл
1079,2022-01-07 00:00:00.000,finished,1,Продуктовая аналитика,1853,mentor,2021-02-09 00:00:00.000,1,г Москва,2587,mentee,2021-07-17 00:00:00.000,0,Другое
1080,2022-01-08 00:00:00.000,finished,4,DS,1299,mentor,2021-08-31 00:00:00.000,0,Другое,2855,mentee,2021-06-20 00:00:00.000,1,г Москва
1083,2022-01-08 00:00:00.000,finished,6,Машинное обучение,1113,mentor,2021-08-24 00:00:00.000,1,г Москва,3049,mentee,2021-12-02 00:00:00.000,1,г Москва
1086,2022-01-08 00:00:00.000,canceled,2,AB тестирование,645,mentor,2021-08-15 00:00:00.000,6,Московская обл,992,mentee,2021-06-08 00:00:00.000,2,г Санкт-Петербург
1087,2022-01-08 00:00:00.000,finished,7,SQL,2892,mentor,2021-03-09 00:00:00.000,3,Ростовская обл,4287,mentee,2022-01-06 00:00:00.000,1,г Москва
1089,2022-01-08 00:00:00.000,finished,7,SQL,428,mentor,2021-04-14 00:00:00.000,1,г Москва,3664,mentee,2021-12-21 00:00:00.000,3,Ростовская обл
1090,2022-01-09 00:00:00.000,finished,6,Машинное обучение,1893,mentor,2021-12-18 00:00:00.000,1,г Москва,2316,mentee,2021-02-07 00:00:00.000,4,Краснодарский край
1091,2022-01-09 00:00:00.000,finished,4,DS,4777,mentor,2021-01-06 00:00:00.000,0,Другое,596,mentee,2021-08-07 00:00:00.000,5,Ленинградская обл
1092,2022-01-09 00:00:00.000,finished,2,AB тестирование,2842,mentor,2021-04-06 00:00:00.000,3,Ростовская обл,3246,mentee,2021-12-24 00:00:00.000,1,г Москва
1093,2022-01-09 00:00:00.000,canceled,6,Машинное обучение,4843,mentor,2021-04-18 00:00:00.000,4,Краснодарский край,4905,mentee,2021-03-19 00:00:00.000,2,г Санкт-Петербург
1095,2022-01-09 00:00:00.000,finished,1,Продуктовая аналитика,3322,mentor,2021-03-15 00:00:00.000,7,Нижегородская обл,3177,mentee,2021-09-10 00:00:00.000,1,г Москва
1096,2022-01-09 00:00:00.000,finished,3,Визуализация данных,3538,mentor,2021-11-29 00:00:00.000,4,Краснодарский край,2382,mentee,2021-11-10 00:00:00.000,3,Ростовская обл
1097,2022-01-09 00:00:00.000,canceled,4,DS,4471,mentor,2021-11-18 00:00:00.000,4,Краснодарский край,1931,mentee,2021-02-01 00:00:00.000,2,г Санкт-Петербург
1098,2022-01-09 00:00:00.000,finished,7,SQL,2048,mentor,2021-10-31 00:00:00.000,1,г Москва,81,mentee,2021-09-04 00:00:00.000,1,г Москва
1099,2022-01-09 00:00:00.000,finished,4,DS,1314,mentor,2021-10-26 00:00:00.000,10,Красноярский край,2140,mentee,2021-10-03 00:00:00.000,0,Другое
1103,2022-01-10 00:00:00.000,finished,4,DS,4471,mentor,2021-11-18 00:00:00.000,4,Краснодарский край,2324,mentee,2021-08-09 00:00:00.000,1,г Москва
1104,2022-01-10 00:00:00.000,canceled,5,Python для аналитики данных,1251,mentor,2021-02-01 00:00:00.000,4,Краснодарский край,559,mentee,2021-11-10 00:00:00.000,3,Ростовская обл
1105,2022-01-10 00:00:00.000,finished,2,AB тестирование,1475,mentor,2021-06-18 00:00:00.000,3,Ростовская обл,4102,mentee,2021-05-05 00:00:00.000,1,г Москва
1106,2022-01-10 00:00:00.000,canceled,6,Машинное обучение,4001,mentor,2021-09-09 00:00:00.000,1,г Москва,3388,mentee,2021-03-17 00:00:00.000,1,г Москва
1111,2022-01-11 00:00:00.000,finished,2,AB тестирование,2842,mentor,2021-04-06 00:00:00.000,3,Ростовская обл,1591,mentee,2021-12-14 00:00:00.000,5,Ленинградская обл
1113,2022-01-11 00:00:00.000,finished,7,SQL,2985,mentor,2021-11-23 00:00:00.000,1,г Москва,403,mentee,2021-03-19 00:00:00.000,1,г Москва
1116,2022-01-11 00:00:00.000,finished,5,Python для аналитики данных,4259,mentor,2021-01-21 00:00:00.000,1,г Москва,4420,mentee,2021-11-15 00:00:00.000,2,г Санкт-Петербург
1117,2022-01-11 00:00:00.000,finished,1,Продуктовая аналитика,27,mentor,2021-07-21 00:00:00.000,1,г Москва,3917,mentee,2021-03-22 00:00:00.000,5,Ленинградская обл
1119,2022-01-11 00:00:00.000,finished,6,Машинное обучение,2174,mentor,2021-07-12 00:00:00.000,4,Краснодарский край,1564,mentee,2021-12-10 00:00:00.000,5,Ленинградская обл
1123,2022-01-12 00:00:00.000,finished,1,Продуктовая аналитика,4764,mentor,2021-08-22 00:00:00.000,6,Московская обл,1386,mentee,2021-09-07 00:00:00.000,1,г Москва
1124,2022-01-12 00:00:00.000,canceled,7,SQL,2488,mentor,2022-01-09 00:00:00.000,8,Новосибирская обл,4339,mentee,2021-04-12 00:00:00.000,2,г Санкт-Петербург
1126,2022-01-12 00:00:00.000,finished,1,Продуктовая аналитика,4608,mentor,2021-03-19 00:00:00.000,1,г Москва,2910,mentee,2022-01-07 00:00:00.000,6,Московская обл
1127,2022-01-12 00:00:00.000,finished,5,Python для аналитики данных,2700,mentor,2021-12-29 00:00:00.000,8,Новосибирская обл,2441,mentee,2021-04-16 00:00:00.000,8,Новосибирская обл
1130,2022-01-13 00:00:00.000,finished,1,Продуктовая аналитика,4647,mentor,2021-09-05 00:00:00.000,3,Ростовская обл,2226,mentee,2021-06-22 00:00:00.000,1,г Москва
1131,2022-01-13 00:00:00.000,finished,6,Машинное обучение,310,mentor,2021-02-06 00:00:00.000,6,Московская обл,989,mentee,2021-10-09 00:00:00.000,5,Ленинградская обл
1134,2022-01-13 00:00:00.000,finished,1,Продуктовая аналитика,513,mentor,2021-02-25 00:00:00.000,1,г Москва,1202,mentee,2021-05-17 00:00:00.000,6,Московская обл
1136,2022-01-13 00:00:00.000,finished,1,Продуктовая аналитика,4596,mentor,2021-08-19 00:00:00.000,4,Краснодарский край,591,mentee,2021-05-07 00:00:00.000,1,г Москва
1138,2022-01-13 00:00:00.000,finished,5,Python для аналитики данных,2016,mentor,2021-10-26 00:00:00.000,7,Нижегородская обл,3534,mentee,2021-11-07 00:00:00.000,0,Другое
1140,2022-01-13 00:00:00.000,finished,5,Python для аналитики данных,3257,mentor,2021-07-26 00:00:00.000,3,Ростовская обл,4706,mentee,2021-09-26 00:00:00.000,2,г Санкт-Петербург
1141,2022-01-14 00:00:00.000,finished,2,AB тестирование,3154,mentor,2021-10-30 00:00:00.000,7,Нижегородская обл,4543,mentee,2021-07-14 00:00:00.000,6,Московская обл
1142,2022-01-14 00:00:00.000,finished,2,AB тестирование,2447,mentor,2021-05-09 00:00:00.000,5,Ленинградская обл,3524,mentee,2021-04-25 00:00:00.000,4,Краснодарский край
1143,2022-01-14 00:00:00.000,finished,4,DS,2969,mentor,2021-10-22 00:00:00.000,9,Омская обл,4645,mentee,2022-01-13 00:00:00.000,1,г Москва
1145,2022-01-14 00:00:00.000,finished,7,SQL,4005,mentor,2021-01-21 00:00:00.000,3,Ростовская обл,4332,mentee,2021-03-29 00:00:00.000,0,Другое
1146,2022-01-14 00:00:00.000,finished,6,Машинное обучение,4001,mentor,2021-09-09 00:00:00.000,1,г Москва,4096,mentee,2021-10-10 00:00:00.000,10,Красноярский край
1148,2022-01-14 00:00:00.000,finished,5,Python для аналитики данных,3576,mentor,2021-01-12 00:00:00.000,3,Ростовская обл,4439,mentee,2021-07-08 00:00:00.000,1,г Москва
1150,2022-01-14 00:00:00.000,finished,7,SQL,1817,mentor,2022-01-14 00:00:00.000,5,Ленинградская обл,4704,mentee,2021-08-20 00:00:00.000,0,Другое
1151,2022-01-14 00:00:00.000,finished,3,Визуализация данных,110,mentor,2021-12-14 00:00:00.000,5,Ленинградская обл,2827,mentee,2021-06-10 00:00:00.000,2,г Санкт-Петербург
1153,2022-01-14 00:00:00.000,finished,1,Продуктовая аналитика,3322,mentor,2021-03-15 00:00:00.000,7,Нижегородская обл,149,mentee,2021-05-04 00:00:00.000,10,Красноярский край
1155,2022-01-14 00:00:00.000,finished,7,SQL,774,mentor,2021-01-12 00:00:00.000,1,г Москва,911,mentee,2021-04-17 00:00:00.000,6,Московская обл
1156,2022-01-14 00:00:00.000,canceled,2,AB тестирование,3590,mentor,2021-07-26 00:00:00.000,0,Другое,4128,mentee,2021-05-01 00:00:00.000,5,Ленинградская обл
1157,2022-01-15 00:00:00.000,finished,7,SQL,2037,mentor,2021-01-17 00:00:00.000,6,Московская обл,4266,mentee,2021-04-18 00:00:00.000,4,Краснодарский край
1158,2022-01-15 00:00:00.000,finished,1,Продуктовая аналитика,4101,mentor,2021-04-25 00:00:00.000,1,г Москва,3645,mentee,2021-04-01 00:00:00.000,3,Ростовская обл
1159,2022-01-15 00:00:00.000,finished,3,Визуализация данных,3777,mentor,2021-10-22 00:00:00.000,2,г Санкт-Петербург,4489,mentee,2021-02-11 00:00:00.000,3,Ростовская обл
1162,2022-01-15 00:00:00.000,finished,6,Машинное обучение,890,mentor,2021-11-15 00:00:00.000,3,Ростовская обл,3049,mentee,2021-12-02 00:00:00.000,1,г Москва
1165,2022-01-15 00:00:00.000,finished,5,Python для аналитики данных,977,mentor,2021-01-08 00:00:00.000,2,г Санкт-Петербург,4159,mentee,2021-07-17 00:00:00.000,3,Ростовская обл
1166,2022-01-15 00:00:00.000,finished,3,Визуализация данных,3538,mentor,2021-11-29 00:00:00.000,4,Краснодарский край,3177,mentee,2021-09-10 00:00:00.000,1,г Москва
1167,2022-01-15 00:00:00.000,finished,4,DS,961,mentor,2021-04-28 00:00:00.000,1,г Москва,4401,mentee,2021-03-05 00:00:00.000,4,Краснодарский край
1172,2022-01-16 00:00:00.000,canceled,4,DS,4968,mentor,2021-12-02 00:00:00.000,7,Нижегородская обл,1536,mentee,2021-05-16 00:00:00.000,1,г Москва
1173,2022-01-16 00:00:00.000,finished,3,Визуализация данных,1932,mentor,2021-08-31 00:00:00.000,2,г Санкт-Петербург,1999,mentee,2021-10-29 00:00:00.000,1,г Москва
1176,2022-01-16 00:00:00.000,finished,4,DS,3632,mentor,2021-03-03 00:00:00.000,3,Ростовская обл,1682,mentee,2021-11-30 00:00:00.000,4,Краснодарский край
1177,2022-01-16 00:00:00.000,finished,6,Машинное обучение,4056,mentor,2021-11-21 00:00:00.000,1,г Москва,1842,mentee,2021-10-10 00:00:00.000,0,Другое
1180,2022-01-16 00:00:00.000,finished,2,AB тестирование,3883,mentor,2021-11-03 00:00:00.000,1,г Москва,383,mentee,2022-01-12 00:00:00.000,1,г Москва
1182,2022-01-16 00:00:00.000,finished,5,Python для аналитики данных,1890,mentor,2021-12-09 00:00:00.000,3,Ростовская обл,680,mentee,2021-03-12 00:00:00.000,2,г Санкт-Петербург
1183,2022-01-16 00:00:00.000,finished,2,AB тестирование,1037,mentor,2021-06-10 00:00:00.000,1,г Москва,2221,mentee,2021-11-25 00:00:00.000,1,г Москва
1185,2022-01-17 00:00:00.000,finished,3,Визуализация данных,3624,mentor,2022-01-07 00:00:00.000,2,г Санкт-Петербург,4283,mentee,2021-12-26 00:00:00.000,1,г Москва
1186,2022-01-17 00:00:00.000,finished,6,Машинное обучение,310,mentor,2021-02-06 00:00:00.000,6,Московская обл,2382,mentee,2021-11-10 00:00:00.000,3,Ростовская обл
1187,2022-01-17 00:00:00.000,finished,2,AB тестирование,4731,mentor,2021-01-24 00:00:00.000,3,Ростовская обл,4075,mentee,2021-10-28 00:00:00.000,4,Краснодарский край
1188,2022-01-17 00:00:00.000,canceled,3,Визуализация данных,1261,mentor,2021-03-01 00:00:00.000,6,Московская обл,1764,mentee,2021-10-24 00:00:00.000,2,г Санкт-Петербург
1190,2022-01-18 00:00:00.000,finished,7,SQL,1563,mentor,2021-04-17 00:00:00.000,1,г Москва,3664,mentee,2021-12-21 00:00:00.000,3,Ростовская обл
1191,2022-01-18 00:00:00.000,finished,4,DS,2235,mentor,2021-08-23 00:00:00.000,0,Другое,1667,mentee,2021-09-02 00:00:00.000,8,Новосибирская обл
1192,2022-01-18 00:00:00.000,finished,3,Визуализация данных,728,mentor,2021-11-17 00:00:00.000,0,Другое,872,mentee,2021-12-08 00:00:00.000,1,г Москва
1193,2022-01-18 00:00:00.000,finished,5,Python для аналитики данных,4429,mentor,2021-09-25 00:00:00.000,4,Краснодарский край,4039,mentee,2021-04-15 00:00:00.000,1,г Москва
1194,2022-01-18 00:00:00.000,canceled,1,Продуктовая аналитика,1754,mentor,2021-06-09 00:00:00.000,1,г Москва,4476,mentee,2021-07-12 00:00:00.000,2,г Санкт-Петербург
1195,2022-01-18 00:00:00.000,finished,2,AB тестирование,3686,mentor,2021-01-20 00:00:00.000,1,г Москва,4657,mentee,2022-01-12 00:00:00.000,7,Нижегородская обл
1197,2022-01-19 00:00:00.000,finished,2,AB тестирование,1469,mentor,2021-02-26 00:00:00.000,3,Ростовская обл,100,mentee,2021-09-01 00:00:00.000,1,г Москва
1200,2022-01-19 00:00:00.000,canceled,1,Продуктовая аналитика,3787,mentor,2021-02-21 00:00:00.000,9,Омская обл,2764,mentee,2021-08-06 00:00:00.000,1,г Москва
1202,2022-01-19 00:00:00.000,finished,3,Визуализация данных,2805,mentor,2021-11-27 00:00:00.000,8,Новосибирская обл,4341,mentee,2021-02-26 00:00:00.000,3,Ростовская обл
1203,2022-01-19 00:00:00.000,finished,4,DS,2973,mentor,2021-08-12 00:00:00.000,3,Ростовская обл,2316,mentee,2021-02-07 00:00:00.000,4,Краснодарский край
1205,2022-01-20 00:00:00.000,finished,2,AB тестирование,608,mentor,2021-09-08 00:00:00.000,1,г Москва,1342,mentee,2022-01-09 00:00:00.000,1,г Москва
1206,2022-01-20 00:00:00.000,finished,1,Продуктовая аналитика,2596,mentor,2021-11-22 00:00:00.000,7,Нижегородская обл,3841,mentee,2021-01-04 00:00:00.000,4,Краснодарский край
1207,2022-01-20 00:00:00.000,finished,3,Визуализация данных,2520,mentor,2021-07-12 00:00:00.000,6,Московская обл,4750,mentee,2021-04-13 00:00:00.000,1,г Москва
1208,2022-01-20 00:00:00.000,finished,4,DS,2472,mentor,2021-11-04 00:00:00.000,3,Ростовская обл,1488,mentee,2021-07-29 00:00:00.000,2,г Санкт-Петербург
1209,2022-01-20 00:00:00.000,finished,6,Машинное обучение,1668,mentor,2021-12-20 00:00:00.000,1,г Москва,4394,mentee,2021-11-28 00:00:00.000,3,Ростовская обл
1210,2022-01-20 00:00:00.000,finished,5,Python для аналитики данных,3257,mentor,2021-07-26 00:00:00.000,3,Ростовская обл,2068,mentee,2021-05-02 00:00:00.000,5,Ленинградская обл
1212,2022-01-20 00:00:00.000,finished,3,Визуализация данных,1261,mentor,2021-03-01 00:00:00.000,6,Московская обл,3398,mentee,2021-06-30 00:00:00.000,9,Омская обл
1213,2022-01-20 00:00:00.000,finished,1,Продуктовая аналитика,802,mentor,2021-08-07 00:00:00.000,1,г Москва,1209,mentee,2021-07-12 00:00:00.000,1,г Москва
1214,2022-01-20 00:00:00.000,finished,2,AB тестирование,2098,mentor,2021-02-05 00:00:00.000,1,г Москва,1386,mentee,2021-09-07 00:00:00.000,1,г Москва
1218,2022-01-21 00:00:00.000,finished,1,Продуктовая аналитика,3261,mentor,2022-01-17 00:00:00.000,1,г Москва,1202,mentee,2021-05-17 00:00:00.000,6,Московская обл
1219,2022-01-21 00:00:00.000,canceled,6,Машинное обучение,3407,mentor,2021-03-21 00:00:00.000,6,Московская обл,155,mentee,2021-06-09 00:00:00.000,1,г Москва
1220,2022-01-21 00:00:00.000,finished,6,Машинное обучение,1296,mentor,2021-02-28 00:00:00.000,1,г Москва,2226,mentee,2021-06-22 00:00:00.000,1,г Москва
1221,2022-01-21 00:00:00.000,finished,4,DS,1299,mentor,2021-08-31 00:00:00.000,0,Другое,252,mentee,2022-01-06 00:00:00.000,10,Красноярский край
1222,2022-01-21 00:00:00.000,finished,2,AB тестирование,4811,mentor,2021-05-20 00:00:00.000,9,Омская обл,3873,mentee,2022-01-01 00:00:00.000,4,Краснодарский край
1224,2022-01-21 00:00:00.000,finished,1,Продуктовая аналитика,901,mentor,2021-09-07 00:00:00.000,5,Ленинградская обл,3942,mentee,2021-11-23 00:00:00.000,2,г Санкт-Петербург
1225,2022-01-22 00:00:00.000,finished,6,Машинное обучение,1759,mentor,2021-05-13 00:00:00.000,2,г Санкт-Петербург,3549,mentee,2022-01-01 00:00:00.000,1,г Москва
1226,2022-01-22 00:00:00.000,finished,6,Машинное обучение,3287,mentor,2021-05-22 00:00:00.000,1,г Москва,1500,mentee,2021-07-19 00:00:00.000,4,Краснодарский край
1228,2022-01-22 00:00:00.000,finished,7,SQL,3934,mentor,2021-10-15 00:00:00.000,6,Московская обл,1094,mentee,2021-09-11 00:00:00.000,1,г Москва
1229,2022-01-22 00:00:00.000,finished,7,SQL,4005,mentor,2021-01-21 00:00:00.000,3,Ростовская обл,4769,mentee,2021-06-21 00:00:00.000,4,Краснодарский край
1231,2022-01-22 00:00:00.000,canceled,5,Python для аналитики данных,371,mentor,2021-02-09 00:00:00.000,4,Краснодарский край,2885,mentee,2021-12-18 00:00:00.000,5,Ленинградская обл
1232,2022-01-22 00:00:00.000,finished,1,Продуктовая аналитика,4739,mentor,2021-06-16 00:00:00.000,1,г Москва,3647,mentee,2021-01-30 00:00:00.000,1,г Москва
1233,2022-01-22 00:00:00.000,finished,5,Python для аналитики данных,3576,mentor,2021-01-12 00:00:00.000,3,Ростовская обл,3715,mentee,2021-07-21 00:00:00.000,0,Другое
1234,2022-01-22 00:00:00.000,finished,6,Машинное обучение,4693,mentor,2021-12-15 00:00:00.000,1,г Москва,3792,mentee,2021-08-10 00:00:00.000,1,г Москва
1237,2022-01-22 00:00:00.000,finished,3,Визуализация данных,3782,mentor,2021-02-18 00:00:00.000,1,г Москва,3163,mentee,2021-09-05 00:00:00.000,4,Краснодарский край
1239,2022-01-23 00:00:00.000,finished,2,AB тестирование,2447,mentor,2021-05-09 00:00:00.000,5,Ленинградская обл,4325,mentee,2021-01-05 00:00:00.000,4,Краснодарский край
1241,2022-01-23 00:00:00.000,finished,6,Машинное обучение,1001,mentor,2021-06-15 00:00:00.000,10,Красноярский край,866,mentee,2021-03-11 00:00:00.000,4,Краснодарский край
